headline,label
ifci to sell entire stake in acre to axis bank. shares of ifci were trading 1.96 per cent higher at rs 28.60 apiece from their previous close on the bse,neutral
sbi invest rs 100 crore for new local head office at gift city. formally launches international banking unit at ifsc,neutral
final guidelines on payments banks soon. rbi said to have taken note of players concerns,neutral
life insurers health portfolio might see slump. irdai has said that a life insurer cannot offer indemnity-based products in either individual or group segment,negative
atm growth shows a decline. players shelve ipo plans as growth slows down,positive
arundhati bhattacharya likely to get extension. bhattacharyas three-year term comes to an end this month,neutral
"pnb gilts shareholders raise borrowing limit to rs 7,000 crore. the company is the only listed primary dealer in india and the public share holding in company is 25.93%",neutral
"sarfaesi provisions can help resolve npas of nbfcs faster: icra report. report said the move is credit-positive for nbfcs with a retail focus, especially those which are in the mortgage space",neutral
"star health eyes rs 2,800 cr gross written premium this fiscal. company will focus on retail customers and not group policies and is looking at covering around 90 lakh people this year",neutral
equirus to launch pms arm by month-end with rs 80 cr corpus. the company is awaiting approval from cdsl,neutral
idbi bank picks arrangers for share sale. idbi banks fundraising could help bolster its balance sheet,neutral
p2p lending on growth trajectory ahead of rbi guidelines. the industry is expecting rbi to create separate category of nbfcs for p2p lending on the lines of nbfc mfis,positive
pnb metlife looks to expand its digital channel presence. plans to engage customers through games and storage services,positive
local community apprises pm of tamilnad mercantile bank row. thuthukudi nadargal mahamai raises allegations against banks directors,neutral
"lic unveils new money-back plan to mark diamond jubilee. plan is available for sale until august 31, 2017",neutral
banks struggling to find promoters for ailing firms: fm. says funding to shore up psbs has budgetary constraints,negative
sbi moves from balance sheet-based to cash flow-based lending. decision sparked by mounting npas; mid-corporate bad loans account for 41% of total npas worth rs 1.02 lakh crore,neutral
"bond yields may start rising soon. indian bond market set for a correction, amid a steady rise in global bond yields",positive
banks to follow sbi on deposit rate cuts. awaits rbis monetary policy in october,neutral
"axis bank to buy over 13% stake in acre from ifci at rs 22 cr. acre, an asset reconstruction company, is engaged in the acquisition of assets (npas) from banks/fis and their resolution",neutral
"final nod for global reinsurers branches likely by january 2017: irdai chief. for the final r3 approval, reinsurers will be required to bring in capital to set up a branch after the second state of approval, .",neutral
"idbi bank said to seek up to rs 6,000 cr via share sale. the fundraising may help the lender bolster its balance sheet and rein in bad debts",neutral
rupee devaluation: will it help exports?. economists say the benefit of a strong rupee outweighs the advantages of a weak currency,positive
deutsche bank to fight $14 billion demand from us authorities. the bank has been asked to pay fine over misselling of mortgage-backed securities by the department of justice,positive
"loan up to rs 70,000 for homeless, mud houses dwellers. this would be over and above the grant of rs 1.30 lakh per person to be provided by the centre under the pmay",neutral
"v k sharma gets additional charge as lic chairman. few months ago, current chairman s k roy had written to the government to relieve him of his duties; reason remains unknown",neutral
"iob gets shareholders approval to raise rs 1,551 crore. the funding will help it to improve capital adequacy ratio above the regulatory minimum of 9.625%",neutral
"sbis branch expansion not to be affected by merger: sbi md. sbi has 17,000 branches and together with its subsidiaries, the tally will come to nearly 23,000 after merger",neutral
banks profits down due to provisioning for bad loans: arun jaitley. he described the npas situation as being not static or permanent,negative
"sbi hopes to achieve 12% sme credit growth. there are about 23,000 branches of sbi and its associate banks",positive
ifc plans to invest $40 million in ujjivan financial. ujjivan is a microfinance lender and it will soon enter into small finance banking,neutral
"arun jaitley reviews performance of state-run banks on friday. it is to see the progress of various financial inclusion schemes, but also to look at the overall health of the banking system",neutral
us department of justice asks to pay $14 billion to settle mortgages case: deutsche bank. the banks us-listed shares fell 8 per cent in after-hours trading,neutral
rupee swings on devaluation buzz. currency settles down after finance and commerce ministries deny meeting next week,negative
"banks issue costly bonds to shore up capital. with public sector banks raising rs 10,000 crore through additional tier i bonds in the last few weeks, the pressure on the .",neutral
over 50 lakh passengers opt for train travel insurance. a person booking a train ticket through the irctc website will be able to opt for travel insurance cover for a premium of 92 .,neutral
adhere to timeline on emv chip based cards: rbi to banks. these cards enhance security and risk mitigation in card transactions,neutral
rbi to shortly issue rs 20 notes with guv urjit patel signature. rbi said the mahatma gandhi series-2005 will have the inset letter r on both number panels,neutral
icici pru life to focus on pure term policies. company officials said that according to estimates insurance penetration is very low and the situation is much worse for pure,neutral
"hero fincorp raises rs 1,000 cr to expand credit services. the money was raised from chryscapital, credit suisse and promoters of hero group",positive
"yes bank shares fall nearly 4% amid reports. it deferred its plans to raise $1 billion, citing extreme volatility in trading due to misinterpretation of new qip guidelines",negative
sbi prunes debut at1 issue to $300 million. 5.5% coupon rate to set benchmark for others,neutral
"private insurers wait for premium hikes to enter jan suraksha schemes. the scheme includes a term plan, a personal accident plan and a pension plan",neutral
"axis bank, bhu team up for banking courses. the courses will be designed to introduce the students to functioning of banking industry in india",neutral
sbis dollar bond issue to set price benchmark. fitch ratings said a successful cross-border at1 issue by sbi would be a positive development for indias banking system,neutral
sbis bond issue to set pricing benchmark for others: moodys. it said the sbis issue price would also provide indian banks with an alternative funding option,neutral
"npas in self-help groups fall to 6.4% in fy16. overall bank deposits of shgs rose by nearly 23.79% to stand at rs 13,691 crore",negative
sbi set to launch foreign at1 bonds on wednesday. indicative coupon is 5.5%,neutral
icici prudential promoters to dilute 6% more in next 3 years. dilution will be done to meet the 25 per cent minimum public float,neutral
reliance capital to list home finance biz; eyes rs 50k cr loan book. all shareholders of reliance capital will receive one free share of reliance home finance for every one share held in reliance .,neutral
"banks add leverage to spice up masala bonds for expatriate indians. masala bonds are not simply a way to borrow overseas, buy an attempt to make the tightly-controlled rupee available in global .",positive
"indiabulls to raise up to rs 7,000 cr through ncds. the base issue size is rs 3,500 crore with an option of retaining an additional rs 3,500 crore of subscription",positive
"axis, rbl & other banks take stake in npci. urban cooperative banks and rrbs also come on board",neutral
prudential to cut stake in icici insurance biz to 20%. icici bank will bring down its stake in icici prudential life insurance to 54% (down from 67.52% as of sep 7) over three years,neutral
icici bank to offload another 6% in insurance arm in next 3 years. the bank will also be diluting over 12% of its stake in icici prudential life insurance through ipo,neutral
"bankbazaar.com launches multi-brand paperless platform for instant loans. currently, the service is available for personal loans and car loans",neutral
npci widens shareholding base to 56 banks. addition of new banks has increased npcis paid up capital to rs 133 crore from rs 100 crore,positive
eleven indian banks risk breaching basel iii capital triggers: fitch. the rating agency previously estimated that indias banks will need $90 billion in new capital to comply with the basel iii .,neutral
many indian banks risk breaching basel iii capital triggers: fitch. public sector banks are the most at risk,neutral
"finance ministry revises criteria for recapitalisation of psu banks. the government in july had announced the first round of capital infusion of rs 22,915 crore for 13 banks",neutral
"fcnr redemptions wont be disruptive, say bankers. theres surplus liquidity and rbi, with plentiful forex reserves, is ready to pump whatever extra is needed",neutral
"not ready, plead insurers on compulsory listing. insurers are sending their views through their councils, asking that this be made optional",negative
"janalakshmi finance gets rating upgrade, ipo likely by fy19. equity infusion of rs 1,000 crore by investors in april 2016 increased net worth to rs 2,400 crore",positive
"new lending norms may nudge banks towards retail loans: sbi. the latest norms regarding lending to large corporates make corporate lending more costly, said arundhati bhattacharya",neutral
hdfc ergo eyes 45% sales growth post-merger. the general insurance company has recently completed acquisition of l&t general insurance,positive
"banks must remain prudent about npas, says pranab mukherjee. president reminds bankers of their sacred duty to safeguard the money of those who have reposed trust in them",neutral
"piramal finance to raise up to rs 10,500 cr via bonds, commercial paper. icra has assigned a rating of aa with a stable outlook to non-convertible debentures worth rs 7,500 crore and a rating of a1+ .",neutral
forex reserves hit record high. the countrys forex reserves increased by usd 989.5 million to an all-time high of usd 367.76 billion on the back of a healthy .,positive
rule that tripped yes banks qip. an lodr requirement for prior intimation derailed the years biggest qip but the street also smells pricing issues,neutral
"ftil stock up 13% on better june quarter result. the company reported a turnaround for april-june, with net profit of rs 12.4 crore",positive
"idbi amc appoints dilip mandal md & ceo. prior to joining idbi amc, mandal was cgm & zonal head of idbi bank",neutral
"mfi sector worth seen trebling at rs 4.3 trillion in 4 years: icra. estimate includes micro credit across self-help groups, mfis and banks",negative
why qips said no to yes bank. yes bank has the unfortunate distinction of deferring its proposed institutional private placement of $1 bn after keeping it open .,neutral
chhattisgarh on priority in magma fincorps expansion plan. the kolkata-based company is targeting 20% growth in the central state of india in fy17,positive
dena bank deploys women officers for loan recovery. decision was taken after receiving complaints of alleged rough behaviour by some of the bank field staff assigned for recovery of .,neutral
robots to perform a fifth of internal jobs at icici bank. other private banks also planning to employ bots soon,neutral
yes bank defers $1 bn qip. lot of investors withdrew their applications after the banks stock fell below the qip price,neutral
psbs using at1 bonds to shore up capital base. state-owned banks with weak profile take up costly long-term interest commitment,positive
icici bank deploys software robots to perform banking operations. plans to more than double the software robots to over 500 by end of this fiscal,neutral
"yes bank launches $1 bn qip. price band for the shares, to be placed with institutional investors, is rs 1,350-1,410 each",neutral
"12 merchant banks apply to manage suuti stake sale. according to sources, department of investment and public asset management will select up to six banks for managing the sale",neutral
cabinet readies for listing of psu insurance firms. a note is being prepared for the listing proposal to be presented before cabinet,neutral
"idfc bank for acquisitions & fintech tie-ups to grow retail book. bank will not focus on niche platforms focused on high-end customers, but on those that bring to it mass and mass-affluent .",positive
"patel gets down to business on day one. upon patels elevation, the portfolios of the three deputy governors were rejigged",neutral
"credit rating of cities takes off. pune, ahmedabad readying municipal bonds",negative
"delinquencies of personal loans lower than those of home loans, says equifax. delinquencies in personal loans stood at 0.79% and in home loans it was at 0.46%",negative
sbi gets rs 2k-cr capital via additional tier-1 bonds. the basel-iii-compliant debt instrument would have a coupon (interest rate) of nine per cent payable annually,positive
"reliance capital raises rs 2,000 cr though debentures. funds will be utilised for refinancing existing debt and to grow companys lending business",neutral
"indiabulls housing raises rs 1,300 crore through masala bonds. the unrated issuance was subscribed over two times",neutral
icici bank and union bank benefit from construction sector package. gross non-performing loans of the sector stood at 12.2 per cent at the end of the first quarter of the financial year,neutral
"govt eases rules for suuti. however, the bankers will not be considered for managing the sale in these three companies",neutral
"reliance capital raises ~2,000 cr though debentures. the finance company will use the proceeds to refinance debt and grow its lending business. the debt-to-equity ratio remains at a .",neutral
"central bank seeks to dispel rumours about kyc guidelines. banks need to reconfirm kyc details only in every 2, 8 or 10 years depending on the risk profile",neutral
microfinance industry sees 29% rise in loan disbursements in q1. mfin report also said that the industry has experienced a growth of 89 per cent since first quarter of the fy 2015-16,positive
"sbt-sbi merger will affect services, employment: v s achuthanandan. he said sbt had played a pioneering role in the states development in every sphere of productive activity",neutral
"lic coffers swell by rs 10,000 crore as automobile stocks zoom. value of holding in five auto companies up 32% to rs 42,000 crore since april",positive
sit on black money asks rbi to share info. rising concern over gaps in monitoring of trade payments,neutral
rupay debit cards to gain from small finance banks. it is set to emerge as the dominant player in debit cards issuance,positive
"indias peculiarity: low bond yields, high lending rates. sbi and other large banks minimum lending rate remains steady at 9.30 per cent since september last year",negative
"rbi notifies urjit patels appointment as rbi governor. patel, who served as the deputy governor since january 2013, took over from raghuram rajan, effective september 4",neutral
"insurers strive to meet e-policy deadline. firms, repositories have to give e-document to customers by october 1; transition will be smooth, they claim",neutral
arundhati bhattacharya hopes to kick off sbis mega merger by oct-end. she expressed the hope that the bank will be able to finish the merger process by end of the current financial year if everything .,neutral
"corporate debt trading up 12 per cent in april-august 2016. figure stood at nearly rs 5 lakh crore in the first five months of 2013-14, while it was rs 3.90 lakh crore in the corresponding .",positive
"next round of capital infusion in public sector banks post q3 results. government in july had announced the first round of capital infusion of rs 22,915 crore for 13 banks",neutral
"mumbai mandals secure bumper insurance for ganesh chaturthi. total event insurance worth rs 500 crore covers public liability, terrorism, fire, money and personal accident",positive
"allahabad bank to raise rs 500 crore by issuing equity shares. bank said, allotment of equity shares to qibs will be completed within 12 months from the date of the passage of the resolution",positive
rbi will have different priorities after raghuram rajan: deutsche bank. it said the indian economy has been afflicted by a multitude of global shocks in recent years,neutral
"raghuram rajan argues for rbi autonomy in last public speech as rbi governor. at the same time, he added, the central bank has to work under a framework set by the government",neutral
"raghuram rajan, the common mans central banker. beside bringing central banking to indias drawing rooms, raghuram rajan also built the rbis credibility when other global .",neutral
banks not excited on wider market for stressed assets. banks want effective turnaround plan for the stressed sectors and companies which is yet to be seen,neutral
new 10-year govt bonds issued at 6.97 per cent. this is the first time since july 2009 that a benchmark 10-year bond has been issued at below seven per cent coupon rate,neutral
"forex reserves dip $392.6 million. last week, reserves had increased by a healthy $1.346 billion to touch a record high of $367.169 billion",negative
indian banks loans rose 9.6 per cent y/y in two weeks to aug 19. bank deposits fell rs 330.50 billion to rs 97.26 trillion in the two weeks,positive
dcb bank launches mobile payment service for retail outlets. mvisa is a card less mobile payment solution that offers customers the convenience of doing digital payments at retail outlets,neutral
"reserve bank widens market for sale of stressed assets. allows banks, nbfcs and other financial institutions to buy such assets",neutral
"jlf regimes working not satisfactory, anjuly chib duggal tells banks. the department of financial services secretary added that unless bad loans were resolved, businesses were not going to be .",negative
"free credit report for all, says rbi. the rbi said electronic report should be provided upon request and after due verification about the authenticity of the customer",positive
"banks eye postal departments payments bank branches to reach rural india. foreign banks like citibank, barclays and deutsche bank want to use postal infrastructure to take their services to the common",neutral
"urjit patel could herald climate change-financial world links. central bank governors proclaim that climate change is the darkest impending risk, comparable to terrorism",neutral
"hdfc to raise up to rs 1,000 cr via rupee denominated bonds. shares of hdfc were trading at rs 1,414.05 apiece, up 0.56 per cent from its previous close on bse",positive
rbi likely to agree on nodal agency. final guidelines expected soon; p2p players may also get access to credit bureau data,positive
lic nagpur division settles claims of rs 58 crore in fy17. the life insurance behemoth is celebrating its diamond jubilee this year,negative
npci launches bharat bill payment system pilot project. bbps is the reserve bank mandated system which will provide interoperable bill payment services to customers,neutral
hdfc to raise upto rs 500 crore via rupee denominated bonds. the bonds will be listed on the london stock exchange and pricing and the tenure of the bonds will be intimated in due course,positive
"rbl bank shares list at rs 274.2, a 22% premium to listing price. the listing price is a 22 % premium to issue price of rs 225 a share",positive
singapore bank lending rises in july. lending to the general commerce sector rose to s$59.7 billion from junes s$56.4 billion,positive
cppib gets rbi nod to hike stake in kotak mahindra bank. has received apex bank approval to increase stake beyond 5% to 10% in kotak mahindra bank,neutral
"idbi bank raises rs 1,500 cr via tier i bonds. sets coupon at 11.06% in its first at1 bond issuance, to enhance capital adequacy",positive
"catholic syrian bank plans to raise capital through preferential issue. kerala-based private bank to allot preferential shares to 7 investors which includes reliance capital, bennet, coleman & .",neutral
"rbi, government exploring introduction of interest-free banking. islamic or sharia banking is a finance system based on the principles of not charging interest, which is prohibited under islam",neutral
"banks should increase provision coverage ratio, says rbi deputy governor. rbi believes that businesses can get into financial difficulties and genuine business needs should be supported",positive
need to provide more capital to psbs to deal with npas: rbi. finance minister arun jaitley has also promised to provide more capital to public sector banks if they require,neutral
"canara bank launches upi mobile app. it is available for download from google play store, and was launched at the board of directors conclave",neutral
rbl bank to make stock market debut on wednesday. banks has recently become first private bank to closed its ipo,neutral
"inflation leaves no room for rate cuts, says rajan. indias growth is below potential: reserve bank of indias annual report",negative
"rbi to explore interest-free banking. to release draft guidelines on wholesale banks, differentiated banks in september",neutral
commonwealth bank of australia shuts india ops. the bank had made a net loss of rs 2.44 cr in fy15. the loss brought forward in its balance sheet stood at rs 34.69 cr,negative
"rbi balance sheet up 12.3% at rs 32.43 lakh cr in 2015-16. during the corresponding period ended the past year, its balance sheet was at rs 28,89,152 cr",positive
rbi steps up focus on cyber security of banks. a panel for it examination and cyber security initiatives of banks has been set up; it exams were also initiated in two banks,neutral
"india to grow at 7.6% in fy17: rbi. it is expected to trend towards 5% target by the last quarter of year, although at current juncture, upside risks are prominent",positive
bank of maharashtra announces 500 po vacancies. candidates will be appointed as probationary officers after successful completion of one-year pg diploma in banking & finance .,neutral
"rate cut possible only if inflation eases: raghuram rajan. so far, rbi followed a gentle glide path, aiming at 5% by march 2017 after bringing it below 6% in jan 2016, rajan said",neutral
"state bank of travancore urges sebi, sbi to intervene in its merger with sbi. sbi management has announced that close to 7,000 branches of sbi would be shut or relocated with merger",neutral
banks not fully understanding problems of smes: nirmala sitharaman. twitterati drew ministers attention to issue saying it is for industries to manage their funds and banks can only lend,neutral
"lic to fill posts for 2 mds, still to name its chairman. government had cancelled the post of the fourth md, the move came even after it interviewed five eds for the same a year ago",neutral
"digital-savvy canara, hsbc,obc life insurance sees 30% growth. going forward, insurers will come up with more digital products and also online segment is growing very fast",positive
banks for changes in corporate borrowing pattern. to reassess changes in the borrowing pattern of large companies it announced recently,neutral
"oriental bank of commerce to raise rs 1,000 cr via tier-i bonds. the bank needs capital injections from the govt to support loan growth and capital requirements to meet basel iii norms",neutral
small housing loan biz sees many players. micro housing finance companies provide loans to people who have little documents to get a bank loan,neutral
"bankers voice concern about financing large infra projects. rbis new framework, related to large exposures, proposes to reduce bank exposure to large corporate entities",negative
"unified payment interface app downloads cross 10,000. a customers multiple bank accounts can be added to a single banks upi app",neutral
masala bonds to ease capital constraints for banks: fitch. fitch estimates a capital shortfall of $90 billion over next several years as basel iii regulatory requirements build from the .,neutral
"firms coming into repo market would hit banks casa source. in a liquidity-deficit scenario, call money rates can also get influenced by corporates chipping in with their surplus funds",negative
rbi wants to liberalise while strengthening bond markets: rajan. rbi has allowed banks to offer credit enhancement to bonds issued by infrastructure projects that need substantial amounts of .,neutral
"rajan welcomes urjit patel as his successor. patel, currently a deputy governor at the rbi, will replace rajan at the helm of the central bank on september 4",neutral
central bank of india staffs to take out procession against wilful loan defaulters. they are demanding stringent action against wilful loan defaulters by booking criminal cases against them,neutral
"upi: 5-step process to get you started. developed by the npci, upi is considered to be a game changer owing to its simplicity",neutral
upi goes live with 21 banks. sbi to log on a month later,neutral
rbi opens up bond market. banks can raise masala bonds and long-term debt from companies,neutral
large corporate loans to cost more from fy18. banks have to maintain additional provisions and high capital for such exposures,positive
"sbi, pnb on a drive to auction properties. countrys largest lender to sell 1,000 properties",neutral
"rbi: sbi, icici continue to be systemically important banks. in the case of sbi, the additional common equity works out to be 0.6% of risk weighted assets",positive
rbi permits banks to hire ex-officials for internal audit. rbi has also prescribed certain conditions for such hirings in the notification,neutral
"rbi allows banks to raise masala bonds, opens up currency market. the central bank authorises the platform for repo in corporate bonds and encourage credit supply for large borrowers through .",positive
"yes bank apppoints amit sanan head mid corp banking. besides a strong focus on granular transaction banking, cross sell and various digital banking solutions, amit would also drive .",neutral
patel to maintain rajans anti-inflationary stance: goldman sachs. it says that patels appointment as the next rbi governor will lead to policy continuity,neutral
"idbi bank opts for at-1 bonds to raise rs 1,500 cr. ratings agency icra flags risks on public sector banks debt servicing capacity",neutral
"unified payments interface to go live for 21 bank customers. according to npci, upi application of 19 banks can be downloaded from google play store in next 2-3 working days",neutral
"fcnr redemptions: time to gear up for increased market volatility. historically, it is seen that a volatile currency market is contagious and transfers the volatility to equity markets",positive
"sbi to raise up to rs 11,100 cr through tier-i bonds. four foreign banks in fray for mandate",positive
stressed assets in banking system rise to 12% in q1. bats for five-year stint for psb chief executives,positive
"rbi seeks media partnership for banking ombudsman scheme. for creating awareness towards their scheme, to resolve customer grievances against deficiency in banking services",neutral
only major firms relishing masala bonds. investor and not the issuer bears the risk of rupee-denominated bonds,neutral
"have the banking sectors losses bottomed out?. while gross non-performing assets (npas) of the indian banking system are expected to rise further in this financial year, the .",negative
vacuum at top in iob. only one executive director to manage affairs for the bank,neutral
fault line in banking sector raises concerns: pranab. he was speaking at the first year anniversary of bandhan banks operations,negative
pace of npa formation slowing down: mundra. mundra also said urjit patels appointment as the next governor of rbi will ensure continuity of policy,negative
yes bank in credit card segment. the rate of interest will range between 1.2-2.4 per cent per month and they will also give cards to non-bank customers,neutral
"rbl offering subscribed 70 times. rbl bank will get around rs 830 crore from the ipo, which it will use to augment its tier-i capital to help fuel future growth",neutral
"nse appoints 4 investment banks for its ipo. citi, jm, kotak, morgan stanley selected as lead bankers",neutral
lending rates to soften only slowly: banks. sbi chairperson arundhati bhattacharya says banks are not in position to compress margins as they have to provide for credit,neutral
"no retail loan bubble in the making, says sbi chief. last week, reserve bank of india governor raghuram rajan had warned banks against chasing retail consumers for hawking loans",neutral
govt bets on patel to balance inflation and growth. rbi governor-designates experience will ensure he rises to the occasion,positive
"loan recovery onus on govt too, says bob chief. he said the govt needs to pay vendors on time for services, ensure the projects perform and improve the legal system by upgrading .",negative
"nse board meets to finalise bankers for its ipo. nse board had already given its nod to list in india and overseas, it would also file a draft prospectus with market regulator to .",neutral
"bandhan sprints into new role as universal bank. with over rs 15,000 crore in deposits, its strategy is a hit for now, but the real test will come when it starts lending to .",neutral
no bubble in retail loans: sbi chief on raghuram rajan remarks. she was speaking in response on whether banks are heading towards a possible bubble in consumer financing segment,neutral
"amin group proposal for jyoti structures: lenders to meet this week. if lenders agree to the amin groups proposal it may mean taking a cut of rs 3,000-3,500 crore",neutral
"want to give all services of a universal bank: c s ghosh. interview with managing director, bandhan bank",neutral
credit bureaus want rbi to make payments banks its members. credit information companies say data share by payments banks will help analyse borrower behaviour in a better way,neutral
"sbi merger with associates, bmb exempt from cci approval. as per the amendment to the competition act, consolidation in the banking sector space is exempt from the approval of cci",neutral
"amul md sodhi appointed on board of india post payment banks. sodhi is one of the five independent members to be appointed on the board ippb, which is set to be operational in march 2017",neutral
"income tax collection from mumbai rises 9% to rs 67,185 crore. mumbai region officials are confident of meeting the target of rs 2.79 lakh crore by the end of the year",positive
merger with associates to add $120 billion to asset base: sbi. the mergers will dwarf icici bank assets to just one-fourth of sbi; catapult the bank into top 50 banks globally,neutral
"moderate tax rates, evasion cannot coexist, says jaitley. says industry and business must pay taxes which is due, repay loans taken from banks for economy to function",neutral
"bandhan bank plans to enter wealth management services. bandhan intends to start the services on a pilot basis in one of its recently opened high net worth individual (hni, or rich .",neutral
manappuram finance to raise rs 75 cr via ncds. manappuram finance on saturday said it plans to raise rs 75 crore through secured redeemable non-convertible debentures.,neutral
sbi announces results for po mains recruitment exam 2016. candidates can check the result on sbis official website. the interview call letters for successful candidates should be issued .,neutral
"traders see long and bumpy road to bond index. ond traders say in india, where 95% of the bonds are placed privately, the index would hardly serve any purpose",negative
"krishnamurthy, md & ceo of catholic syrian bank, quits. sources in the bank confirmed csb chief had resigned last week due to financial performance over the last one year",neutral
"pvt life insurance companies register 13% growth in ape in july. according to a report by kotak institutional equities, bajaj life insurance, icici prudential life and sbi life have delivered .",positive
"mutual funds cut banking stocks exposure to rs 82,000 cr in july-end. experts have attributed the trim in allocation to banking stocks to mounting bad loans of public sector banks",negative
10 points to consider in rbl banks ipo. it is very likely that the banks ipo will sail through if the pricing is right and promoters leave something on the table for .,neutral
"share swaps kick off sbi merger. five associate banks, bmb will merge with sbi by mar 2017",neutral
panel suggests forcing large firms to bond market. rbi in may suggested banks should cut lending to highly leveraged companies and force them to tap the bond market route instead,neutral
citi india focuses on instant loans to grow retail book. lender is keeping its instant loans offering for existing customers,neutral
"india post payments bank incorporated, to start ops. operations to start by september 2017",neutral
"merger of sbi, associates fair and logical: experts. the only exception could be state bank of mysore as its stock could see some correction given the swap ratio for its shareholders",neutral
india to soon allow banks to pledge corporate bonds to borrow from rbi. this could spur more buying of the debt by lenders as now banks can only pledge government securities from rbi,neutral
"sbi board gives consent for acquiring 4 banks. entities are state bank of bikaner and jaipur, state bank of mysore, state bank of travancore and bharatiya mahila bank.",neutral
icici goes live with banking transaction product on mobiles. the bank claimed that it is the first lender in asia to offer such a product under the label of imobile smartkeys,neutral
doha bank set to open branch in kerala. kerela cm pinarayi vijayan will inaugurate the branch in kochi next week,neutral
"bank employees to join all india general strike on september 2. around five lakh bank employees and officers in the banks will join the all india general strike on september 2, 2016 to protest .",negative
rbl bank ipo to open tomorrow. the ipo will be open for public subscription on august 19 and close on august 23,neutral
"boi to tap retail investors for tier-i capital bonds. targets rs 1,000 cr via sale of non-core assets",neutral
shape up or lose out: rbis gandhi to banks. nbfcs have captured space vacated by lenders ignoring sme segment,neutral
telangana against merger of state bank of hyderabad with sbi. states finance minister etela rajender says sbh should retain its identity. it is a telangana bank,neutral
muthoot finance gets upgradation in rating for long term debt: icra. long term debt rating covers debt instruments of above one year,positive
rbi should step up communication on financial stability issues: fsb. it said the authorities should consider enhancing public communication on macroprudential policies,neutral
"bank of india looks to raise rs 500 cr more from asset sale this year. in june, it raised rs 540 cr by selling 18% stake in life insurance joint venture with dai-ichi and union bank of india to the .",positive
"sbi turns bullish on credit growth for fy17. monsoon to fuel rural lending, industrial borrowing may get a leg-up",positive
"psu banks underpay at top; i too feel underpaid: rajan. in a lighter vein, rajan said he felt he was underpaid as psbs tend to overpay at the bottom but underpay their top executives",neutral
growth of bad loans slows as recovery increases: rbi. a recent report has shown that fresh additions to bad loans are now primarily coming from fresh loans and not from restructured .,negative
"iob to conduct egm to allot shares worth rs 1,551 crore to goi. the central government has recently announced an allocation of rs 3,101 cr by way of preferential allotment of equity to the bank",neutral
"rbi imposes penalty on four cooperative banks. rbi said it has imposed a monetary penalty of rs 5 lakh on the cooperative city bank, guwahati, for flouting kyc norms",negative
need to raise farm sectors credit absorption capacity: s s mundra. narendra modi administration has set a target to double farm income by 2022,positive
"icl plans to open 24 branches in telangana, ap by year-end. icl now has 42 branches across kerala and tamil nadu and plans to expand its portfolio from 100 branches in the current financial .",neutral
"psu banks underpay at top; i too feel under-paid: raghuram rajan. sbi chairperson arundhati bhattacharya got rs 31.1 lakh in 2015-16, while hdfc banks md aditya puri got rs 9.7 crore",negative
raghuram rajan asks banks to improve cyber security systems. he urged the lenders to take a fresh look at their security architecture,positive
raghuram rajan wants individual bankers to take onus for large loans. rajan also said the person taking the responsibility should also be rewarded if the project goes on well,neutral
listed psbs in red for a third quarter. pace of additions to npas slower but provisioning pressure will continue for a while,neutral
pain for sbis associate banks to stay in q2: sbi chief. says associates will report better performance from the subsequent quarter,negative
policy sales through cscs still low. insurers say mere collection and remittance of premium itself costs more money than allowed by the regulator,negative
"rbi should continue with rajans policies on inflation, says moodys. raghuram rajan, who demits office on september 4, has been pilloried by his critics for keeping interest rates high and has also .",neutral
mpc only after new rbi governor takes charge. an announcement of raghuram rajans successor is expected before the end of this month,neutral
"rbi questions banks for lending rs 5,262 cr to rei agro. as many as 21 banks had extended loan of rs 5,262 crore to rei agro ltd, a basmati rice trading firm",neutral
only four banks in the fray for suuti mandate. centre rejects 6 others for conditional bids; no foreign entity in final shortlist,neutral
"more banks to follow e-verification. after punjab national bank (pnb) and united bank of india (ubi), more banks are likely to start a facility wherein an account .",neutral
"public sector banks should be flexible to use of new technology: montek singh ahluwalia. speaking about digitisation, he said it is not only increasing productivity but also leading to disruption of the existing .",neutral
yes bank to raise $1 bn via qip in next 7 months. yes bank reported a 32.8% rise in net profit to rs 731.8 cr during the first quarter ended june 30,positive
"apollo munich cuts policy issue time to 7 minutes. firm said to be relying on app, ampower, to simplify the sale process and make turnaround faster",neutral
"cbi files fir against vijay mallya. fir filed under charges of cheating and criminal conspiracy; sbi said to be complainant in case, according to a tv report",neutral
"sbi stock rises despite 32% fall in profit. rs 14,384-cr capital boost from realty re-valuation",positive
raising fcnr deposits was driven by finmin: rajan. rbi had originally expected to raise $10 billion but eventually raised about $30 billion under the scheme,neutral
bank of india q1 net loss at rs 741 crore. the state-run bank had earned a net profit of rs 129.7 cr in the april-june quarter of last financial year,negative
allahabad bank net loss at rs 565 cr. against a net profit of rs 146.86 crore in the same period last financial year,negative
"obc q1 profit dips 61% at rs 101 cr. total income decreased to rs 5,392.70 crore for the quarter under review",negative
"central bank of india q1 loss at rs 600 cr. total income of the bank declined to rs 6,662.6 crore as against rs 7,098.99 crore in the same period last year",negative
"after new norms, fdi flow at rs 16k cr: irdai chief. this, after the fdi limit has been raised to 49% from existing 26%",neutral
"govt forms panel to discuss bringing pension products under pfrda. currently, pension products floated by fund houses and insurance firms are regulated by sebi and irdai, respectively",neutral
nationalised banks top grouse list in odisha: ombudsman. they account for 39.08% of all complaints reported by banking ombudsman in its annual report for 2015-16,neutral
