Unnamed: 0,Date,Title,Description,sentiment,label
9493,"October 01, 2015, Thursday","Kotak Mahindra, YES Bank cut base rate by 25 bps",Private sector lenders YES Bank and Kotak Mahindra Bank today cut their base rates by 25 basis points to 10.25 percent and 9.5 ...,negative,0
9494,"October 01, 2015, Thursday",7 things to know about IDFC Bank,"""No one likes bankers as there is a widespread perception that bankers are product pushers and less of solution providers. This ...",neutral,1
9495,"October 01, 2015, Thursday","Irdai to have inspection, consumer affairs depts in Mumbai","Insurance Regulatory and Development Authority of India (Irdai) will today open its Mumbai regional office, with departments of ...",neutral,1
9496,"October 01, 2015, Thursday",Banks to book gains in treasury portfolio,"The yield on the 10-year benchmark bond has dropped by a sharp 32 bps during the quarter, compared with a rise of 12 bps during ...",positive,2
9497,"October 01, 2015, Thursday",More banks join rate cut bandwagon,"BoB, PNB, Axis, UCO, OBC cuts base rate; ICICI Bank yet to take a call",neutral,1
9498,"October 01, 2015, Thursday",Bank credit grows 9.6%,"Even though the festival season has started, banks have not seen a significant improvement in credit offtake",positive,2
9499,"October 01, 2015, Thursday",Naina Lal Kidwai to step down as HSBC India chairman,Wants to spend more time in the areas of women empowerment and water and sanitation,neutral,1
9500,"October 01, 2015, Thursday",Irdai panel suggests better disclosures,The Sumit Bose committee set up by finance ministry had also made similar recommendations on better disclosures,positive,2
9501,"October 01, 2015, Thursday","HDFC's Rs 5,000-cr NCD-warrants issue to open for book building","Floor price for bidding fixed at Rs 1,189 per warrant; the bidder can apply for at least 7,300 warrants for each NCD",neutral,1
9502,"October 01, 2015, Thursday","Non-life insurers see 'appification' of claims, sales",Liberty Videocon General Insurance is the latest to launch a tab-based claims surveyor application for faster motor claims ...,neutral,1
9503,"September 30, 2015, Wednesday","State lenders PNB, BoB, OBC cut base rate up to 0.40%",Bank of Baroda has decided to reduce base rate by 25 basis points effective from Oct 5,negative,0
9504,"September 30, 2015, Wednesday",Axis Bank cuts base rate by 35 bps to 9.50%,"Axis Bank, the country's third largest private sector lender, has reduced its base rate by 35 basis points to 9.50%.",neutral,1
9505,"September 30, 2015, Wednesday",Base rate cut by banks to impact margins by 10-15 bps,Full transmission of rate cut still a long way to go,positive,2
9506,"September 30, 2015, Wednesday",RBI allows firms to raise $750 mn via rupee bonds,The regulator has also allowed REITs and Infrastructure Investment Trusts to raise funds under this route,neutral,1
9507,"September 30, 2015, Wednesday",Sebi exempts 3 PSBs from open offer,"Govt has decided to infuse funds in Dena Bank, Corporation Bank and Bank of India",neutral,1
9508,"September 29, 2015, Tuesday","IOB gets shareholders' nod to raise Rs 2,009 cr from govt",Bank to raise the money through preferential allotment,positive,2
9509,"September 29, 2015, Tuesday","Syndicate Bank bonds worth Rs 1,000 cr fully subscribed","The issue, which opened on September 24 and closed on September 28, carries a coupon rate of 8.58% per annum",neutral,1
9510,"September 29, 2015, Tuesday",TN to set up new textile park & allocate Rs 100 cr to fund MSMEs,Tamil Nadu Chief Minister J Jayalalithaa today announced new textile park and financial support for first generation ...,neutral,1
9511,"September 29, 2015, Tuesday",Andhra Bank cuts base rate by 25 bps to 9.75%,The move came after the RBI cut repo rates by 50 bps,negative,0
9512,"September 29, 2015, Tuesday",Home loans get cheaper as SBI cuts base rate by 40 bps to 9.3%,"India's largest lender, State Bank of India has cut base rate by 40 basis points to 9.3%, making it lowest in the country.",positive,2
9513,"September 29, 2015, Tuesday",Rs 35.38 crore under Mudra Yojana distributed at mega camp,"Loans worth Rs 35.38 crore have been sanctioned to 6,480 beneficiaries, at a mega loan camp held under Pradhan Mantri Mudra ...",neutral,1
9514,"September 29, 2015, Tuesday",'My name is Raghuram Rajan and I do what I do',"""My name is Raghuram Rajan and I do what I do"", was RBI Governor's response to comments that he was being Santa Claus in cutting ...",neutral,1
9515,"September 29, 2015, Tuesday",Neelesh Garg appointed MD and CEO of Tata AIG General Insurance,Garg was earlier executive director at ICICI Lombard General Insurance,neutral,1
9516,"September 29, 2015, Tuesday",Chidambaram welcomes RBI rate cut of 0.5%,Former Finance Minister P Chidambaram today welcomed the 0.50 per cent cut in interest rate announced by the Reserve Bank of ...,positive,2
9517,"September 29, 2015, Tuesday",General insurers' motor problem,"Third-party claims mount in this segment on account of past policyholders, with the permitted later recovery an uncertain ...",neutral,1
9518,"September 29, 2015, Tuesday","IRDAI to look into financial position for giving listing approval to non-life, health, reinsurers",Regulatory record and capital structure post issue prior to giving approval will also be taken into consideration,neutral,1
9519,"September 29, 2015, Tuesday",Incurred claim ratio will lead to premium reduction: Irdai,"Irdai said no upfront payments, whether direct or indirect, is allowed in respect of current and future business volumes to ...",negative,0
9520,"September 28, 2015, Monday",Jaitley hints at cutting govt stake in IDBI Bank below 50%,"Says, draft bankruptcy code will be put out next month",negative,0
9521,"September 28, 2015, Monday",IDBI disvestment will be mixed bag of opportunities and challenges,"The government's thought to reduce stake in IDBI Bank below 50 per cent will give operational freedom in decision making, spare ...",neutral,1
9522,"September 28, 2015, Monday","BoB contributes Rs 2 cr to IIM-A for case research in banking, fin services","In its efforts to boost case research on banking and financial services, Bank of Baroda (BoB) on Monday announced a contribution ...",neutral,1
9523,"September 28, 2015, Monday",Govt may consider cutting stake in state-run banks: Jaitley,"The government may consider reducing its stake in state-run lenders to 52 percent, Finance Minister Arun Jaitley said on Monday.",neutral,1
9524,"September 28, 2015, Monday",Jaitley for independence to PSBs from political decision-making,"Pitching for public sector banks being given independence from political decision-making, Finance Minister Arun Jaitley today ...",neutral,1
9525,"September 28, 2015, Monday",Singapore's DBS bank expects RBI to lower repo rate,"Singapore-based DBS bank today said it expects the RBI to lower the repo rate by 25 basis points (bps) to 7.0 per cent, with the ...",negative,0
9526,"September 27, 2015, Sunday",IDFC Bank says considering using ATMs of other banks,"As it prepares to launch its banking services with motto to become ""hatke bank"", IDFC Bank is contemplating a low capex move of ...",neutral,1
9527,"September 26, 2015, Saturday",Demand for solar project insurance picks up,"There is not only an increase in solar projects, but a rise in international investment as well",positive,2
9528,"September 26, 2015, Saturday",ICICI makes aggressive push in unsecured loans,"Its personal loan book grew 61% in June 2014-2015. In this period, credit cards grew 18%, home loans by 26% and automobile loans ...",positive,2
9529,"September 26, 2015, Saturday","Syndicate Bank to raise Rs 1, 750 cr through Tier II capital bonds","The rated Tier-II bonds are expected to absorb losses once ""Point of Non Viability"" (PONV) trigger is invoked",neutral,1
9530,"September 25, 2015, Friday",Govt to disburse Rs 1.22 lakh crore loan under MUDRA by March,The government targets to disburse Rs 1.22 lakh crore loan to micro and marginal businesses under the MUDRA scheme by the end of ...,neutral,1
9531,"September 25, 2015, Friday",Capital First to raise Rs 350 crore from IFC,IFC will subscribe to CFL's  secured non-convertible debentures,positive,2
9532,"September 25, 2015, Friday",IDFC Bank targets 15 million customers in five years,"Aims for 10-15% net profit growth, Rs 15,000-cr business from rural banking",neutral,1
9533,"September 25, 2015, Friday","New banks set to create 25,000 small town jobs","Experts say on average, each of the new banks will have to recruit 500-1,000 people in the next 18 months",neutral,1
9534,"September 25, 2015, Friday",RBI allows banks to provide partial credit enhancement to corporate bonds,Will enable corporates to access the funds from the bond market on better terms,neutral,1
9535,"September 25, 2015, Friday",Banks can upgrade loans for recast outside SDR,"But, no exemption from Sebi's price norms for debt to equity conversion",neutral,1
9536,"September 25, 2015, Friday",RBS Bank to exit private banking business in India,Sanctum Wealth management acquires its business,neutral,1
9537,"September 24, 2015, Thursday","SBI, ICICI Bank get permanent seat at lender's forum for distressed assets","Dissenting lenders should exit consortium, says RBI",neutral,1
9538,"September 24, 2015, Thursday",IDFC Bank to focus on technology over branches for retail ops,The new bank's logo was unveiled and the the top management team was introduced,neutral,1
9539,"September 24, 2015, Thursday","Royal Sundaram Alliance to increase presence in health, commercial insurance","Royal Sundaram Alliance Insurance Company Ltd, a subsidiary of Sundaram Finance, will be increasing its focus on health and ...",positive,2
9540,"September 24, 2015, Thursday",RBS signs agreement to transfer India private banking business to Sanctum Wealth,RBS did not give financial details of the deal,positive,2
9541,"September 24, 2015, Thursday",SBI Card expects most card transactions to be online,"In terms of number of cards issued, SBI Card's present market share is close to 15%",neutral,1
9542,"September 24, 2015, Thursday","Small banks in Rs 4,000-cr fix to raise domestic funds",RBI requires foreign shareholding to be brought down to 49%; Sebi prohibits tapping domestic PE,positive,2
9543,"September 23, 2015, Wednesday",CARE Rating downgrades SREI Infra Finance's long term ratings,Falling asset quality triggers rating review,negative,0
9544,"September 23, 2015, Wednesday",Citibank launches new savings bank account offerings,"For a Citi Priority account, the customer needs to maintain a banking relationship of Rs 15 lakh",neutral,1
9545,"September 23, 2015, Wednesday",Mundra says JLF will be streamlined further soon,Reserve Bank Deputy Governor S S Mundra today reiterated the central bank's resolve to further fine-tune the recently-introduced ...,positive,2
9546,"September 23, 2015, Wednesday",Repo in corporate bonds to bring liquidity to traders,"Though bi-lateral repo in corporate bonds is allowed, volumes are absent because of counter party risks",neutral,1
9547,"September 22, 2015, Tuesday",IDFC-IDFC Bank demerger: Fireworks missing,Banking operations open up many positives along with some challenges,neutral,1
9548,"September 22, 2015, Tuesday",Union Bank working on SDRs for two mid-size accounts,"In a bid to recover dues from stressed corporate accounts, Union Bank of India is focusing on strategic debt restructuring (SDR) ...",neutral,1
9549,"September 22, 2015, Tuesday",Star Union Dai-ichi Life expects 30% growth in new premiums in FY16,"Dai-ichi Life of Japan to raise stake to 44% in insurer once Bank of India off-loads 18%, formal application to FIPB to be made",positive,2
9550,"September 22, 2015, Tuesday",L&T Finance-Bain Capital deal: positive for the stock,"Buy the rumour, sell the news is an adage, probably as old as the markets. Once again it has come true. This time around L&T ...",positive,2
9551,"September 22, 2015, Tuesday",IFC has stakes in more than half the small finance banks,Borrowing at a lower rate would be a challenge since the erstwhile MFIs cannot get priority sector lending from banks,neutral,1
9552,"September 22, 2015, Tuesday",Swiss Re finds big gaps in insurance coverage,Finds that mortality protection gap has seen 11% CAGR from 2004-2014 in India,negative,0
9553,"September 22, 2015, Tuesday",HDFC Bank to disburse loans in nano seconds,Loans will be offered as a top-up on existing car or two wheeler loans,neutral,1
9554,"September 22, 2015, Tuesday","Irdai issues guidelines for social, rural sector obligations",5% of total policies to be in social sector from 10th year,neutral,1
9555,"September 22, 2015, Tuesday",Life insurers' new premium grows by 13.8% in April-August period,"Life insurers collected first year premium of Rs 45,871 cr during April 1, 2015 to August 31, 2015 for the period as compared to ...",positive,2
9556,"September 22, 2015, Tuesday",Banks deploy 120k business correspondents for PMJDY,They work on online real time mode using various types of telecom connectivity,neutral,1
9557,"September 21, 2015, Monday",IDFC to unveil brand logo of new bank on Sept 24,IDFC will be unveiling brand logo of the new bank on Sept 24,neutral,1
9558,"September 20, 2015, Sunday","Rates should come down, but RBI final authority: Jaitley","Making a strong case for rate cut by RBI later this month, Finance Minister Arun Jaitley today said monetary policy plays an ...",neutral,1
9559,"September 20, 2015, Sunday",Capital Local Area bank eyes FY17 to start off as small bank,"Having secured RBI's approval, Jalandhar-based Capital Local Area Bank plans to start operations as a small finance bank from the ...",neutral,1
9560,"September 20, 2015, Sunday",Denial of small bank licence won't hurt SKS Microfinance,SKS Microfinance not receiving a small finance bank licence will not weaken its competitive position as the micro lender enjoys a ...,neutral,1
9561,"September 19, 2015, Saturday",Insurance honchos to face variable pay clawbacks,"Factors like persistency, claims settlement, grievance redressal to play part in pay",negative,0
9562,"September 19, 2015, Saturday",CARE downgrades Dhanlaxmi Bank's tier II bonds,"Continuing losses, falling asset quality remain trouble spots",negative,0
9563,"September 19, 2015, Saturday","IDFC gets RBI nod for using Rs 2,500 cr reserve as provision","With these additional provisions, IDFC's net worth will reduce by approximately Rs 1,600 crore",neutral,1
9564,"September 19, 2015, Saturday",Indians may be considered for all top posts at insurance companies,"While raising their FDI in these companies to 49% might get foreign partners a higher shareholding, their role will be limited",neutral,1
9565,"September 19, 2015, Saturday",Jan Suraksha insurance faces fraud claims,The two insurance schemes pertaining to pure term and personal accident that was launched under Jan Suraksha Yojana launched in ...,negative,0
9566,"September 19, 2015, Saturday",Muthoot Finance to raise Rs 250 crore via NCD,"Muthoot Finance Limited [MFL], the largest gold financing company in India, today announced the public issue of 25,00,000 secured ...",neutral,1
9567,"September 19, 2015, Saturday","Amid rate cut chorus, Rajan warns against quick fixes",RBI governor says taming inflation remains his key focus,negative,0
9568,"September 19, 2015, Saturday",Banks waiting for cost of funds to fall: Rajan,"Says delay in cuts due to wait for longer-term deposit rates to come down, as also for credit growth in general to pick up",neutral,1
9569,"September 19, 2015, Saturday",RBI might cut repo 25 bps this month: BS Poll,"RBI has reduced the repo rate by 75 bps since January, to 7.25 per cent",negative,0
9570,"September 19, 2015, Saturday",SKS shares plunge after small bank license setback,"Stock was also downgraded by multiple brokerages including Morgan Stanley, Religare and Philip Capital",negative,0
9571,"September 19, 2015, Saturday","Bandhan adds 500,000 customers since start","It began operations as a bank on August 23, with a customer base of 7.8 mn, this is now 8.3 mn",neutral,1
9572,"September 19, 2015, Saturday","SBI, YES Bank expect rate cut",The RBI governor has said that US Federal Reserve holding rates won't impact its decision,neutral,1
9573,"September 19, 2015, Saturday",SBI expects improvement in asset quality this quarter,"At the end of the quarter ended June 2015, SBI's gross NPA ratio was 4.29%",positive,2
9574,"September 19, 2015, Saturday","Environment favourable for policy action by RBI, says Jayant Sinha",He was asked if there was a case for RBI to cut interest rates before its scheduled monetary policy review on September 29,positive,2
9575,"September 18, 2015, Friday",Is this the beginning of the end for SKS Microfinance?,"Not getting a banking licence would have limited immediate impact on the operations of SKS, but over the long run it will affect ...",neutral,1
9576,"September 18, 2015, Friday",Stressed assets likely to come down: SBI,Expects asset quality in terms of slippages and recoveries in the current quarter to be better than last quarter,negative,0
9577,"September 18, 2015, Friday",We'll continue doing what we are doing regardless of US Fed decision: RBI Governor,Rajan said consumer inflation eased to a record low of 3.66% in August due to a favourable base effect or else it would have been ...,neutral,1
9578,"September 18, 2015, Friday","Faltering US, global economies behind Fed delay: Rajan",RBI Governor Rahguram Rajan today said the US Federal Reserve was impelled to hold near-zero rates again due to the emerging ...,neutral,1
9579,"September 17, 2015, Thursday",Small finance banks: MFIs to scout for domestic equity,With foreign holdings of 70-90% some plan to ask for more time to gradually bring this down,neutral,1
9580,"September 17, 2015, Thursday","Utkarsh Micro Fin seeks to double lending to Rs 2,000 cr by FY17",RBI has given in-principle nod to Varanasi-based micro financer to open small bank,positive,2
9581,"September 17, 2015, Thursday",23 new banking licences granted under Raghuram Rajan,The niche banks - small finance and payments banks -have been set up to further the regulator's objective of deepening financial ...,positive,2
9582,"September 17, 2015, Thursday",Govt mulls raising FDI limit in private banks to 100%,"Currently, 74% FDI is permitted in the private sector banking, of which up to 49% is allowed under the automatic route",positive,2
9583,"September 17, 2015, Thursday",MFIs dominate small finance bank licences,"RBI grants 10 licences, plans to move to 'on-tap' regime",neutral,1
9584,"September 17, 2015, Thursday",Small ones seek big splash,The central bank on Wednesday granted 10 entities in-principle licences to open small finance banks,neutral,1
9585,"September 17, 2015, Thursday",Govt's PSB reform inadequate : Nayak,"Latest 7-pronged Indradhanush strategy akin to window dressing, very different from what our panel recommended, he says",neutral,1
9586,"September 16, 2015, Wednesday",RBI grants small finance banks licence to 10 entities,Reserve Bank of India has granted in-principle licence for small finance banks to ten entities.,neutral,1
9587,"September 16, 2015, Wednesday",Dos and don'ts of small finance banks,Quick check of what the small finance banks will and will not be allowed to do,neutral,1
9588,"September 16, 2015, Wednesday",RBI gives flexibility to banks for equity investment,Says investment flexibility will be limited to banks that have capital adequacy ratio,neutral,1
9589,"September 16, 2015, Wednesday","Future Generali eyeing Rs 4,000 cr of gross written premium",The company says its open for partners to expand distribution network in the country,neutral,1
9590,"September 16, 2015, Wednesday",IDBI aims to double business in 3 years,"New chief wants more aggression to break out of slow growth lane; rise in stressed loans and falling net, margins need tackling",positive,2
9591,"September 16, 2015, Wednesday",No forceful selling of insurance: Irdai tells banks,"Corporate agents guidelines says they can tie-up with three life, non-life and health insurers each; not mandatory",neutral,1
9592,"September 16, 2015, Wednesday","Computing base rate by marginal cost method to cause Rs 22,000-cr income loss to banks: ICRA","The RBI proposes to implement the computation guidelines with effect from April 1, 2016",negative,0
9593,"September 16, 2015, Wednesday",NRI remittances surge on rupee fall,Inflows rise both from people who send money to households back-home each month and those who repatriate savings sensing ...,positive,2
9594,"September 16, 2015, Wednesday",RBI plans to cap lender numbers in consortium,Move comes after small banks show reluctance to manage stressed loans,neutral,1
9595,"September 15, 2015, Tuesday",IRDAI may look for Indian faces in all top posts in insurers,"IRDAI would look to have Indian executives in all top posts including chairman, chief executive and actuarial/underwriting ...",neutral,1
9596,"September 15, 2015, Tuesday",Kotak Mahindra Old Mutual Life eyes 25% growth in new premium,Kotak Mahindra Old Mutual Life Insurance Ltd is looking at a 25 per cent growth in its new premium business as against the Rs ...,positive,2
9597,"September 15, 2015, Tuesday",Foreign partners' role in insurance ventures to face tougher scrutiny,Foreign partners' role in Indian insurance companies will have to face a tougher test of the regulator. Insurance Regulatory and ...,neutral,1
9598,"September 15, 2015, Tuesday",Suvidhaa acquires mobile PoS platform AasaanPay,"Suvidhaa Infoserve announced that it had acquired a mobile point of sale device, along with its intellectual property rights, on ...",neutral,1
9599,"September 15, 2015, Tuesday",RBI deputy governor says banks need to urgently reduce stressed assets,R Gandhi said the NPAs will impact liquidity and capital in the banking sector,neutral,1
9600,"September 15, 2015, Tuesday",RBI cancels Sahara's NBFC licence,"In June 2008, the central bank had banned the finance company from accepting deposits",negative,0
9601,"September 15, 2015, Tuesday",Cyber insurance market to touch $7.5 bn globally by 2020: PwC report,The report also showed that 7% of insurance CEOs and 79% of banking CEOs perceive it as a future growth threat,positive,2
9602,"September 14, 2015, Monday",Fullerton India to float housing finance company,The company would be floated with a paid-up equity of Rs 100 cr,neutral,1
9603,"September 14, 2015, Monday",Irdai to make listing a must for large insurers,"SBI Life, ICICI Prudential Life and HDFC Life could lead the way",neutral,1
9604,"September 14, 2015, Monday",US rate rise: Markets expect to absorb Fed action,RBI Governor Raghuram Rajan had said on many occasions that India is better prepared for a US tightening,positive,2
9605,"September 13, 2015, Sunday",Bank of Maharashtra launches soil and water health card for farmers,Bank of Maharashtra has launched a soil and water health card which will help farmers ascertain the nutrient status of their farm ...,neutral,1
9606,"September 12, 2015, Saturday",LIC Housing Finance says looking at securitisation of NPAs,"Will securitise Rs 4,000-5,000 crore if tax, stamp duty issues sorted out",neutral,1
9607,"September 12, 2015, Saturday",Will direct any life insurer to list if needed: Irdai draft doc,Such company shall within a period of one year from the date of such direction comply with direction issued,neutral,1
9608,"September 12, 2015, Saturday",'Link CEO/MD salaries to risk',The Insurance Regulatory and Development Authority of India has asked insurers to take into account the risks in business,neutral,1
9609,"September 11, 2015, Friday","Axis Bank launches mobile wallet to shop, pay and bank",The country's third-largest private sector lender launched the app on Friday,neutral,1
9610,"September 11, 2015, Friday",More room for base rate cut in the next few months: Axis Bank,"At present, Axis Bank's base rate is 9.85%",neutral,1
9611,"September 11, 2015, Friday",Corporation Bank to get Rs 857 cr capitalisation by September,Mangalore-based Corporation Bank expects to get a capital infusion of Rs 857 crore by the government by September this year. ...,positive,2
9612,"September 11, 2015, Friday",Andhra Bank to focus on profitability,"If macro economy improves, the lender will only then try to achieve its dream target of Rs 1,000 cr in net profit",neutral,1
9613,"September 11, 2015, Friday",Lenders order special audit of Amtek books,Set stiff terms for fresh loans for bond repayments; May ask promoters to pledge more of their holding; Could insert a strategic ...,neutral,1
9614,"September 11, 2015, Friday",Festive discounts elude retail borrowers,"Festive offers of special rates on home loans, car loans, etc, typically begin in August",positive,2
9615,"September 11, 2015, Friday","NHB to launch over 80 new housing finance companies, says top official","NHB will work with RBI to address issues like loan retention and capital requirement, National Housing Bank MD and CEO Sriram ...",positive,2
9616,"September 11, 2015, Friday",GIC Re seeks clarity on 'national' reinsurer status,"Officials say once new entities enter reinsurance, it is not clear what the future of mandatory risk ceding will be",neutral,1
9617,"September 11, 2015, Friday",RBI allows importers to raise trade credit in rupees,RBI said the all-in-cost of such rupee-denominated trade credit should be commensurate with prevailing market conditions,neutral,1
9618,"September 11, 2015, Friday",RBI intervenes more through forwards in foreign exchange market,RBI has been boosting its foreign exchange reserves by purchasing dollars from the market in a bid to reduce volatility in the ...,neutral,1
9619,"September 11, 2015, Friday",Irdai on policies in electronic form,it said that insurers should maintain privacy and security of policyholder data,neutral,1
9620,"September 11, 2015, Friday","Rs 15,000 cr of gold bonds likely this year, in tranches","The bonds will be part of the Gold Bond Scheme, approved along with a Gold Monetisation Scheme by the Union cabinet on Wednesday",neutral,1
9621,"September 10, 2015, Thursday",Urban cooperative banks say Reserve Bank panel is wrong,"At a press conference, Nafcub chairman M L Abyankar alleged this would amount to handing over the 100-year-old cooperative ...",neutral,1
9622,"September 09, 2015, Wednesday",EPFO panel approves raising insurance cover to Rs 5.5 lakh,These proposals will be placed before the Central Board of Trustees' in its meeting scheduled on Sept 16,positive,2
9623,"September 09, 2015, Wednesday",Rajan better than govt to decide on rate cuts: Rahul Bajaj,He also lashed out at the banks for not passing on the entire benefit of RBI's previous rate cuts to customers,neutral,1
9624,"September 09, 2015, Wednesday",Cabinet allows automatic FDI route for white label ATMs,The decision will ease and expedite foreign investment inflows in the activity,neutral,1
9625,"September 09, 2015, Wednesday",Fragile PSBs to merge with strong peers if worries persist: FM,Finance Minister Arun Jaitley today said consolidation of weaker state-run banks with stronger ones will be the next step if some ...,positive,2
9626,"September 09, 2015, Wednesday","Low inflation sustainable this time, says R Gandhi",Says expectations of high inflation continue to remain at bay,neutral,1
9627,"September 09, 2015, Wednesday",ABN Amro seeks RBI nod to set up subsidiary,"So far, three foreign lenders have expressed interest in taking up the subsidiary route",neutral,1
9628,"September 09, 2015, Wednesday",Bumper insurance for Ganpati mandals in Maharashtra,"Most popular mandal in Mumbai, Lalbaugcha Raja, takes Rs 51 crore cover",neutral,1
9629,"September 09, 2015, Wednesday",Irdai sets up committee on motor vehicle database sharing model,The regulator said that IIBI would obtain data from national level entities such as Aadhar,neutral,1
9630,"September 09, 2015, Wednesday",Bankers expect NPA crisis to worsen in two-three years: E&Y,Rise in NPAs or stressed assets numbers due to diversion of funds to unrelated business or frauds,neutral,1
9631,"September 08, 2015, Tuesday","Using CRLIC data, RBI trains guns on plugging gaps in NPA recognition",Annual financial inspection underway,neutral,1
9632,"September 08, 2015, Tuesday",Cabinet may decide on automatic FDI route for white label ATMs,The Union cabinet is expected to take a decision tomorrow on permitting 100% foreign direct investment (FDI) in white labelled ...,neutral,1
9633,"September 08, 2015, Tuesday",Indian Overseas Bank launches Rupay MUDRA Debit Card,"State-run Indian Overseas Bank (IOB) has launched Rupay MUDRA Debit Card under the Pradhan Mantri MUDRA Yojna, targeting the ...",neutral,1
9634,"September 08, 2015, Tuesday","With Iran sanctions set to be lifted, UCO Bank braces up for hit in margin","The bank is set to lose out on interest-free deposits of around Rs 15,000 cr: around 8% of its deposits",positive,2
9635,"September 08, 2015, Tuesday",NPA crisis to continue for another two-three years: E&Y survey,"There may not be any respite from the bad loans in the banking system anytime soon, as per an E&Y report.",neutral,1
9636,"September 08, 2015, Tuesday",Rupee must fall more to save exports: SBI chief,"The rupee on Monday fell 36 paise, or 0.54 per cent, to close at 66.82, against the dollar",negative,0
9637,"September 08, 2015, Tuesday",Life insurers' risk cession to GIC on hold,IRDAI had brought out regulations in 2013 asking life insurers to transfer part of their risks to GIC Re,neutral,1
9638,"September 08, 2015, Tuesday",'RBI has less stringent norms on systemically important banks',Describing RBI's decision to designate only two lenders -- SBI and ICICI -- as systemically important as 'credit negative' for ...,neutral,1
9639,"September 07, 2015, Monday","OBC, IOB, YES Bank to be most affected by new base rate methodology: Moody's",All these lenders have a greater proportion of term deposits in their funding base,neutral,1
9640,"September 07, 2015, Monday",State Bank of Hyderabad sees fall in bulk loans,The loan growth of State Bank of Hyderabad is unlikely to cross 4-5% during current financial year due to the large scale ...,negative,0
9641,"September 07, 2015, Monday",NPCI launches new RuPay credit cards co-branded with Mudra Bank,NPCI is also planning to raise around Rs 100 cr through private placement by end of this year,positive,2
9642,"September 07, 2015, Monday",Doha Bank ties up with Anil Ambani's Reliance Group,Agreement has been signed by Anil Ambani Chairman Reliance Group and Doha Bank Group CEO R Seetharaman,positive,2
9643,"September 07, 2015, Monday","Rupee, yields are expected to fall","On Friday, the rupee had ended at 66.47, from Thursday's 66.24",negative,0
9644,"September 06, 2015, Sunday",Big opportunity in small & payment banks for IT firms: Nasscom,"Industry lobby Nasscom sees a ""massive opportunity"" for domestic technology companies in payments banks and small finance banks",positive,2
9645,"September 06, 2015, Sunday",EPFO likely to raise maximum insurance cover to Rs 5.5 lakh,Retirement fund body EPFO is likely to increase the maximum amount assured under its Employees' Deposit Linked Insurance Scheme ...,positive,2
9646,"September 05, 2015, Saturday",Persistency beyond fourth year remains a challenge for life insurers,Getting customers to stay invested beyond the fifth year has been an issue,negative,0
9647,"September 05, 2015, Saturday","RBI's buyback, switch of g-sec in issuances calendar not seen disrupting market",Central bank also planning to issue 40-year govt bonds to cater to demand from long term investors,neutral,1
9648,"September 05, 2015, Saturday",JPMorgan AMC waives fees on trouble-hit schemes,The fund house has imposed redemption cap of one per cent of total outstanding units on these schemes,negative,0
9649,"September 05, 2015, Saturday",Non-competitive bidding in T-bills for retail,"RBI, in its annual report last week, said it had allowed the facility to individuals",neutral,1
9650,"September 05, 2015, Saturday",HDFC Bank rolls out 'Dhanchayat' in Odisha,HDFC Bank Ltd has rolled out 'Dhanchayat' in Odisha. 'Dhanchayat' is an educational film created by the bank to raise awareness ...,neutral,1
9651,"September 05, 2015, Saturday",Experian's Hunter to detect life insurance fraud,The credit info company looking to offer similar services to general insurers as well,neutral,1
9652,"September 05, 2015, Saturday",SBI to redeem some Tier-II bonds before maturity,"Worth Rs 133 crore, these bonds were issued in 2010",neutral,1
9653,"September 05, 2015, Saturday",Foreign investors can buy more shares in IndusInd Bank,"The Reserve Bank has removed IndusInd Bank from its caution list, allowing foreign investors to buy further shares in the ...",neutral,1
9654,"September 05, 2015, Saturday",Pre-payment issuers petition RBI on payments bank licence issue,To write to regulator s on why they were not given any,neutral,1
9655,"September 04, 2015, Friday",Rajan urges world to raise rates,"But not at 'one go, big bang'; low investments a problem; don't be scared of volatility: RBI",neutral,1
9656,"September 04, 2015, Friday",Low investments a problem; don't be scared of volatility: RBI,Says overall economic policies of the country will determine their basic growth momentum,neutral,1
9657,"September 04, 2015, Friday",HDFC Bank to add 100 branches in east by FY16,"As of June 2015, the number of branches of the bank stood at 4,011 in the country",positive,2
9658,"September 03, 2015, Thursday",One-time hit on banks from new base rate norms is Rs 20k cr: CRISIL,Good news for borrowers as base rate could be lower by 50 bps,neutral,1
9659,"September 03, 2015, Thursday",Common service centres to increase cost for insurers,"Apart from cost concerns, insurers are also worried about using this channel as it deals with cash",positive,2
9660,"September 03, 2015, Thursday",LVB to seek RBI's permission to increase promoters' holding to 25%,"At present, the promoters' shareholding is around 9.54%",positive,2
9661,"September 03, 2015, Thursday",UP to install Point of Sales machines at ration shops,"To cut pilferage in the PDS, the Uttar Pradesh government is mulling setting up PoS machines at the state fair price ration shops",neutral,1
9662,"September 03, 2015, Thursday",RBI will consider deflation while deciding interest rates: Jayant Sinha,"Sinha said slow growth, excess capacity, declining population and increase in labour force are responsible for deflationary trend ...",neutral,1
9663,"September 03, 2015, Thursday",Banks turn away from AP MFIs,"MFIs operating in AP and Telangana are facing funding constraints, recovery hassles and have hardly added new borrowers",negative,0
9664,"September 03, 2015, Thursday","HDFC Bank appoints rural sales officer to expand business, meet PSL requirements",Country's second largest private sector lender aims to quadruple business by FY18,positive,2
9665,"September 03, 2015, Thursday",SBI Life launches CSC product,"It is a non-linked, non-participating, variable insurance plan with twin benefits of life insurance cover and savings",neutral,1
